Id,source,latitude,longitude,region,country,admin1,localityName,localityQuality,observationDate,reportingDate,status,disease,serotypes,speciesDescription,sumAtRisk,sumCases,sumDeaths,sumDestroyed,sumSlaughtered,humansGenderDesc,humansAge,humansAffected,humansDeaths
222661,OIE,43.6397,-0.485556,Europe,France,Aquitaine,SAMADET,Unknown,12/01/2017,20/01/2017,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, chicken",5720,69,69,5651,0,,,,
222660,OIE,43.6597,-0.4575,Europe,France,Aquitaine,Bats,Unknown,12/01/2017,20/01/2017,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, duck",0,0,0,0,0,,,,
222659,OIE,43.6597,-0.4575,Europe,France,Aquitaine,Bats,Unknown,12/01/2017,20/01/2017,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, unspecified bird",0,0,0,0,0,,,,
222634,National authorities,32.3,118.3,Asia,China,Anhui Sheng,Chuzhou,Exact,12/01/2017,20/01/2017,Confirmed,Influenza - Avian,H7N9 LPAI,,,,,,,,,,
222420,National authorities,23.402081,45.23404,Asia,Saudi Arabia,Riyad,Riyad,Centroid Admin1,12/01/2017,24/01/2017,Confirmed,MERS-CoV ,,,,,,,,Female,41,1,0
222414,National authorities,30.74926,31.89614,Africa,Egypt,Shrkia,Elzawia Elhamra,Centroid Locality,12/01/2017,14/01/2017,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, duck",,11,,11,,,,,
222413,National authorities,30.36515,32.32138,Africa,Egypt,Ismailia,Saraboium,Centroid Locality,12/01/2017,14/01/2017,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, duck",,2,,2,,,,,
222395,OIE,44.1011,28.3938,Europe,Romania,Constanta,Constanta,Exact,12/01/2017,19/01/2017,Confirmed,Influenza - Avian,H5N8 HPAI,"wild, whooper swan",,1,1,,,,,,
222342,OIE,49.4388,14.7025,Europe,Czech Republic,Jihocesky,Chotciny u Tábora,Exact,12/01/2017,14/01/2017,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, unspecified bird",59,9,9,50,0,,,,
222327,OIE,44.147971,0.345039,Europe,France,Aquitaine,Nerac,Exact,12/01/2017,13/01/2017,Confirmed,Influenza - Avian,H5N8 HPAI,"wild, mallard",,3,3,0,0,,,,
221551,OIE,10.2489,9.457,Africa,Nigeria,Bauchi,Bauchi,Centroid Locality,12/01/2017,06/02/2017,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",43,3,3,40,,,0,,
229129,National authorities,42.16849,19.72672,Europe,Albania,Shkoder,NENSHAT,Centroid Admin1,11/01/2017,17/01/2017,Confirmed,Lumpy skin disease,,"domestic, cattle",2,1,0,,,,,,
226494,OIE,34.86187,137.061758,Asia,Japan,Aiti,Nishio-shi,Exact,11/01/2017,18/04/2017,Confirmed,Influenza - Avian,H5N6 HPAI,"wild,common pochard (aythya ferina))",,1,1,0,0,,,,
226493,OIE,35.947022,140.555315,Asia,Japan,Ibaraki,Itako-shi,Exact,11/01/2017,18/04/2017,Confirmed,Influenza - Avian,H5N6 HPAI,"wild, whooper swan",,1,1,0,0,,,,
224303,OIE,56.1461,24.8661,Europe,Lithuania,Panevezio,Birzai district municipality,Exact,11/01/2017,24/02/2017,Confirmed,African swine fever,,"wild, wild boar",,1,,1,,,,,
224302,OIE,56.1461,24.8661,Europe,Lithuania,Panevezio,Birzai district municipality,Exact,11/01/2017,24/02/2017,Confirmed,African swine fever,,"wild, wild boar",,3,3,0,0,,,,
223933,OIE,41.91264,26.01816,Europe,Bulgaria,Haskovo,Dositeevo; Manastir,Unknown,11/01/2017,20/02/2017,Confirmed,Influenza - Avian,H5 HPAI,"domestic, unspecified bird",25772,772,20,25752,0,,,,
223638,National authorities,26.067886,119.297791,Asia,China,Fujian Sheng,Fuzhou,Unknown,11/01/2017,03/02/2017,Confirmed,Influenza - Avian,H7N9 LPAI,,,,,,,,,1,1
223628,National authorities,33.610616,119.014893,Asia,China,Jiangsu Sheng,Huai'an,Unknown,11/01/2017,03/02/2017,Confirmed,Influenza - Avian,H7N9 LPAI,,,,,,,,,1,
223622,National authorities,28.666667,121.35,Asia,China,Zhejiang Sheng,Taizhou,Unknown,11/01/2017,03/02/2017,Confirmed,Influenza - Avian,H7N9 LPAI,,,,,,,,,1,
223617,National authorities,27.238997,111.468003,Asia,China,Hunan Sheng,Shaoyang,Unknown,11/01/2017,03/02/2017,Confirmed,Influenza - Avian,H7N9 LPAI,,,,,,,,,1,
223568,National authorities,-2.264649,115.33,Asia,Indonesia,Kalimantan Selatan,HARUS,Exact,11/01/2017,11/01/2017,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,1000,,,,,,
223487,OIE,36.67363,52.46304,Asia,Iran  (Islamic Republic of),Mazandaran,Vozaramahalle,Exact,11/01/2017,13/02/2017,Confirmed,Influenza - Avian,H5N8 HPAI,"wild, whooper swan",,27,27,0,0,,,,
223431,OIE,58.2,16.6,Europe,Sweden,Oestergoetlands Laen,Valdemarsvik,Exact,11/01/2017,03/02/2017,Confirmed,Influenza - Avian,H5N8 HPAI,"wild,white tailed eagle (haliaeetus albicilla))",,1,1,0,0,,0,,
223402,OIE,23.757828,120.247036,Asia,Taiwan (Province of China),Taiwan Sheng,Mailiao Township,Exact,11/01/2017,06/02/2017,Confirmed,Influenza - Avian,H5N2 HPAI,"domestic, chicken",24000,7368,7368,16632,0,,,,
223131,National authorities,30.73956,32.24895,Africa,Egypt,Ismailia,Elnasr,Centroid Admin2,11/01/2017,26/01/2017,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, duck",,10,,10,,,,,
222987,FAO Field Officer,12.0,8.516667,Africa,Nigeria,Kano,Gari-Kano,Centroid Locality,11/01/2017,28/01/2017,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, duck",,4,,,,,0,,
222835,OIE,45.8825,17.3856,Europe,Croatia,Virovitica-podravina,Virovitica city,Exact,11/01/2017,19/01/2017,Confirmed,Influenza - Avian,H5N8 HPAI,"wild,great cormorant (phalacrocorax carbo))",,1,1,0,0,,,,
222812,OIE,51.1457,15.0036,Europe,Poland,Dolnoslaskie,Zgorzelec,Exact,11/01/2017,18/01/2017,Confirmed,Influenza - Avian,H5N8 HPAI,"wild,mute swan (cygnus olor))",,1,1,0,0,,,,
222799,OIE,49.6026,17.2354,Europe,Czech Republic,Severomoravsky,Olomouc,Exact,11/01/2017,17/01/2017,Confirmed,Influenza - Avian,H5N8 HPAI,"wild,mute swan (cygnus olor))",,2,2,0,0,,,,
222794,OIE,50.139166,36.135833,Europe,Ukraine,Kharkivs'ka,Belashy,Exact,11/01/2017,15/01/2017,Confirmed,African swine fever,,"domestic, swine",1,1,1,0,0,,,,
222792,OIE,43.595833,-0.325833,Europe,France,Aquitaine,Miramont-Sensacq,Exact,11/01/2017,16/01/2017,Confirmed,Influenza - Avian,H5N8 HPAI,"wild, buzzard",,1,1,0,0,,,,
222789,OIE,45.742941,3.926461,Europe,France,Rhone-Alpes,PALOGNEUX,Exact,11/01/2017,16/01/2017,Confirmed,Bluetongue,8,"domestic, cattle",41,1,0,0,0,,,,
222788,OIE,45.542048,4.181676,Europe,France,Rhone-Alpes,SURY-LE-COMTAL,Exact,11/01/2017,16/01/2017,Confirmed,Bluetongue,8,"domestic, cattle",217,1,0,0,0,,,,
222787,OIE,45.368857,4.204383,Europe,France,Auvergne,AUREC SUR LOIRE,Exact,11/01/2017,16/01/2017,Confirmed,Bluetongue,8,"domestic, cattle",63,1,0,0,0,,,,
222786,OIE,44.653229,3.614864,Europe,France,Languedoc-Rousillon,ARZENC DE RANDON,Exact,11/01/2017,16/01/2017,Confirmed,Bluetongue,8,"domestic, cattle",114,1,0,0,0,,,,
222731,OIE,49.6026,17.2354,Europe,Czech Republic,Severomoravsky,Olomouc,Unknown,11/01/2017,17/01/2017,Confirmed,Influenza - Avian,H5N8 HPAI,"wild,mute swan (cygnus olor))",,2,2,0,0,,,,
222701,OIE,47.966086,18.239812,Europe,Slovakia,Nitra,Dvory nad Zitavou,Unknown,11/01/2017,22/01/2017,Confirmed,Influenza - Avian,H5N8 HPAI,"wild, whooper swan",,16,16,0,0,,,,
222658,OIE,43.576944,-0.376667,Europe,France,Aquitaine,PIMBO,Unknown,11/01/2017,20/01/2017,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, unspecified bird",0,0,0,0,0,,,,
222657,OIE,43.6397,-0.485556,Europe,France,Aquitaine,SAMADET,Unknown,11/01/2017,20/01/2017,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, unspecified bird",0,0,0,0,0,,,,
222656,OIE,43.5325,0.3339,Europe,France,Midi-Pyrenees,Monclar-sur-Losse,Unknown,11/01/2017,20/01/2017,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, duck",5000,0,0,5000,0,,,,
222630,National authorities,32.090176,117.448654,Asia,China,Anhui Sheng,Hefei,Exact,11/01/2017,20/01/2017,Confirmed,Influenza - Avian,H7N9 LPAI,,,,,,,,,,
222629,National authorities,28.666667,121.35,Asia,China,Zhejiang Sheng,Taizhou,Exact,11/01/2017,20/01/2017,Confirmed,Influenza - Avian,H7N9 LPAI,,,,,,,,,,
222552,National authorities,22.836389,113.2525,Asia,China,Guangdong Sheng,Shunde,Exact,11/01/2017,17/01/2017,Confirmed,Influenza - Avian,H7N9 LPAI,,,,,,,Male,37,,
222546,National authorities,27.39,111.34,Asia,China,Hunan Sheng,Hunan,Centroid Admin1,11/01/2017,17/01/2017,Confirmed,Influenza - Avian,H7N9 LPAI,,,,,,,Male,66,,
222411,National authorities,30.63426,32.00563,Africa,Egypt,Shrkia,Salhia,Centroid Locality,11/01/2017,12/01/2017,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, duck",,30,,30,,,,,
222410,National authorities,30.73956,32.24895,Africa,Egypt,Ismailia,Nasr,Centroid Locality,11/01/2017,12/01/2017,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, duck",,10,,10,,,,,
222083,OIE,28.5,112.21,Asia,China,Hunan Sheng,Farm,Unknown,11/01/2017,11/01/2017,Confirmed,Influenza - Avian,H5N6 HPAI,"domestic, goose",3121,1054,1054,2067,0,,,,
221890,National authorities,27.0,49.666667,Asia,Saudi Arabia,Eastern Province,Jobail,Unknown,11/01/2017,21/01/2017,Confirmed,MERS-CoV ,,,,,,,,Male,27,1,
229128,National authorities,41.57542,20.0152,Europe,Albania,Mat,BURREL,Centroid Admin1,10/01/2017,12/01/2017,Confirmed,Lumpy skin disease,,"domestic, cattle",5,5,1,,,,,,
229127,National authorities,41.79994,19.6621,Europe,Albania,Lezhe,GAJUSH,Centroid Admin1,10/01/2017,16/01/2017,Confirmed,Lumpy skin disease,,"domestic, cattle",2,1,1,,,,,,
229126,National authorities,41.50053,19.76635,Europe,Albania,Kruje,QEREKE,Centroid Admin1,10/01/2017,17/01/2017,Confirmed,Lumpy skin disease,,"domestic, cattle",1,,1,,,,,,
227033,OIE,34.996118,126.375205,Asia,Republic of Korea,Chollanam-do,Muan-gun,Exact,10/01/2017,14/04/2017,Confirmed,Influenza - Avian,H5N6 HPAI,"domestic, duck",15900,1400,1400,14500,0,,,,
227032,OIE,36.916453,127.049128,Asia,Republic of Korea,Kyonggi-do,Asan-si,Exact,10/01/2017,14/04/2017,Confirmed,Influenza - Avian,H5N6 HPAI,"domestic, chicken",100013,13,13,100000,0,,,,
224706,OIE,46.586901,0.780522,Europe,France,Poitou-Charentes,PAISAY LE SEC,Unknown,10/01/2017,27/02/2017,Confirmed,Bluetongue,8,"domestic, cattle",165,1,0,0,0,,,,
224705,OIE,45.647946,6.273178,Europe,France,Rhone-Alpes,CLERY,Unknown,10/01/2017,27/02/2017,Confirmed,Bluetongue,8,"domestic, cattle",55,1,0,0,0,,,,
224498,OIE,47.6756,21.3283,Europe,Hungary,Hajdu-bihar,Balmazújváros,Exact,10/01/2017,28/02/2017,Confirmed,Influenza - Avian,H5N8 HPAI,"wild, greater white-fronted goose",,1,1,0,0,,,,
224427,OIE,23.11,114.41,Asia,China,Guangdong Sheng,Huizhou city,Exact,10/01/2017,01/03/2017,Confirmed,Influenza - Avian,H7N9 HPAI,"domestic, unspecified bird",0,0,0,0,0,,0,,
224426,OIE,22.52,113.38,Asia,China,Guangdong Sheng,Zhongshan city,Exact,10/01/2017,01/03/2017,Confirmed,Influenza - Avian,H7N9 HPAI,"domestic, unspecified bird",0,0,0,0,0,,0,,
223724,National authorities,23.13,113.25,Asia,China,Guangdong Sheng,Guangdong Sheng,Unknown,10/01/2017,19/02/2017,Confirmed,Influenza - Avian,H7N9 HPAI,"domestic, unspecified bird",,4,,,,,0,,
223646,National authorities,23.656789,116.621418,Asia,China,Guangdong Sheng,Chaozhou,Unknown,10/01/2017,03/02/2017,Confirmed,Influenza - Avian,H7N9 LPAI,,,,,,,,,1,
223640,National authorities,32.3908,118.8249,Asia,China,Jiangsu Sheng,Nanjing,Unknown,10/01/2017,03/02/2017,Confirmed,Influenza - Avian,H7N9 LPAI,,,,,,,,,1,
223637,National authorities,32.4,119.416667,Asia,China,Jiangsu Sheng,Yangzhou,Unknown,10/01/2017,03/02/2017,Confirmed,Influenza - Avian,H7N9 LPAI,,,,,,,,,1,
223631,National authorities,23.288056,113.828056,Asia,China,Guangdong Sheng,Guangzhou,Unknown,10/01/2017,03/02/2017,Confirmed,Influenza - Avian,H7N9 LPAI,,,,,,,,,1,
223623,National authorities,22.638414,114.08885,Asia,China,Guangdong Sheng,Shenzhen,Unknown,10/01/2017,03/02/2017,Confirmed,Influenza - Avian,H7N9 LPAI,,,,,,,,,1,
223610,National authorities,31.577222,120.293888,Asia,China,Jiangsu Sheng,Wuxi,Unknown,10/01/2017,03/02/2017,Confirmed,Influenza - Avian,H7N9 LPAI,,,,,,,,,1,1
223480,OIE,45.98,12.56,Europe,Italy,Friuli-venezia Giulia,FONTANAFREDDA,Unknown,10/01/2017,08/02/2017,Confirmed,Bluetongue,4,"domestic, cattle",102,1,0,0,0,,,,
222834,OIE,46.2433,16.9228,Europe,Croatia,Koprivnica-krizevci,Soderica lake,Exact,10/01/2017,19/01/2017,Confirmed,Influenza - Avian,H5N8 HPAI,"wild,mute swan (cygnus olor))",,6,6,0,0,,,,
222830,OIE,49.062168,21.41713,Europe,Slovakia,Presov,Chmelov (Podhrabina),Exact,10/01/2017,19/01/2017,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, chicken",25,14,14,11,0,,,,
222655,OIE,43.77,-0.426389,Europe,France,Aquitaine,Larrivière-Saint-Savin,Unknown,10/01/2017,20/01/2017,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, unspecified bird",8500,285,200,8300,0,,,,
222654,OIE,43.43,0.4156,Europe,France,Midi-Pyrenees,Saint-Michel,Unknown,10/01/2017,20/01/2017,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, duck",18000,0,0,18000,0,,,,
222653,OIE,43.605,-0.405833,Europe,France,Aquitaine,PUYOL-CAZALET,Unknown,10/01/2017,20/01/2017,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, unspecified bird",0,0,0,0,0,,,,
222652,OIE,43.6272,-0.388611,Europe,France,Aquitaine,PAYROS-CAZAUTETS,Unknown,10/01/2017,20/01/2017,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, unspecified bird",0,0,0,0,0,,,,
222623,National authorities,32.090176,117.448654,Asia,China,Anhui Sheng,Hefei,Exact,10/01/2017,20/01/2017,Confirmed,Influenza - Avian,H7N9 LPAI,,,,,,,,,,
222562,National authorities,22.975061,113.993041,Asia,China,Guangdong Sheng,Dongguan,Exact,10/01/2017,17/01/2017,Confirmed,Influenza - Avian,H7N9 LPAI,,,,,,,,,,
222545,National authorities,27.238997,111.468003,Asia,China,Hunan Sheng,Shaoyang,Exact,10/01/2017,20/01/2017,Confirmed,Influenza - Avian,H7N9 LPAI,,,,,,,,,,
222541,National authorities,26.9555,112.5984,Asia,China,Hunan Sheng,Hengyang,Exact,10/01/2017,17/01/2017,Confirmed,Influenza - Avian,H7N9 LPAI,,,,,,,,,,
222426,National authorities,25.83,107.32,Asia,China,Guizhou Sheng,Qiannan Prefecture,Exact,,10/01/2017,Confirmed,Influenza - Avian,H7N9 LPAI,,,,,,,,,,
222412,National authorities,30.95892,29.8276,Africa,Egypt,Alexandria,Naga,Centroid Locality,10/01/2017,12/01/2017,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,13000,,13000,,,,,
222338,OIE,53.07,12.47,Europe,Germany,Brandenburg,Ostprignitz-Rupin,Exact,10/01/2017,13/01/2017,Confirmed,Influenza - Avian,H5N8 HPAI,"wild, anatidae",,1,1,0,0,,,,
222337,OIE,53.02,12.49,Europe,Germany,Brandenburg,Kyritz,Exact,10/01/2017,13/01/2017,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, turkey",8727,247,247,8480,0,,,,
222336,OIE,51.77,8.46,Europe,Germany,Nordrhein-Westfalen,Delbrück,Exact,10/01/2017,13/01/2017,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, unspecified bird",40200,6,6,40194,0,,,,
222335,OIE,51.73,6.49,Europe,Germany,Nordrhein-Westfalen,Hamminkeln,Exact,10/01/2017,13/01/2017,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, turkey",9000,180,180,8820,0,,,,
222330,OIE,45.71034,13.48683,Europe,Italy,Friuli-venezia Giulia,Gorizia,Exact,10/01/2017,13/01/2017,Confirmed,Influenza - Avian,H5N8 HPAI,"wild, gadwall",,1,1,0,0,,,,
222325,OIE,44.153812,25.763426,Europe,Romania,Giurgiu,Giurgiu,Exact,10/01/2017,12/01/2017,Confirmed,Influenza - Avian,H5N8 HPAI,"wild,mute swan (cygnus olor))",,2,2,0,0,,,,
222322,OIE,49.988889,19.851944,Europe,Poland,Malopolske,Krakow,Exact,10/01/2017,12/01/2017,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, unspecified bird",52,25,25,27,0,,,,
222317,OIE,46.3786,15.6719,Europe,Slovenia,Podravska,Pragersko,Exact,10/01/2017,12/01/2017,Confirmed,Influenza - Avian,H5N8 HPAI,"wild,mute swan (cygnus olor))",,1,1,0,0,,,,
222300,OIE,52.153,5.244,Europe,Netherlands,Utrecht,Den Dolder,Exact,10/01/2017,12/01/2017,Confirmed,Influenza - Avian,H5N8 HPAI,"wild, anatidae",,50,50,62,0,,,,
222005,OIE,43.6589,-0.405833,Europe,France,Aquitaine,Castelnau-Tursan,Unknown,10/01/2017,13/01/2017,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, unspecified bird",7000,0,0,0,0,,,,
222004,OIE,43.9036,-0.152222,Europe,France,Midi-Pyrenees,MAULEON D''''ARMAGNAC,Unknown,10/01/2017,13/01/2017,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, unspecified bird",8000,0,0,8000,0,,,,
222003,OIE,43.437222,0.271667,Europe,France,Midi-Pyrenees,AUX-AUSSAT,Unknown,10/01/2017,13/01/2017,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, unspecified bird",12000,0,0,0,0,,,,
221550,OIE,10.249,9.6065,Africa,Nigeria,Bauchi,Bauchi,Centroid Locality,10/01/2017,06/02/2017,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",120,6,6,114,,,0,,
221414,National authorities,33.366667,126.533333,Asia,Republic of Korea,Cheju-do,Jeju,Centroid Locality,,10/01/2017,Confirmed,Influenza - Avian,H5N6 HPAI,"wild, unspecified bird",,,,,,,,,
229125,National authorities,42.16849,19.72672,Europe,Albania,Shkoder,SHELQET,Centroid Admin1,09/01/2017,13/01/2017,Confirmed,Lumpy skin disease,,"domestic, cattle",1,1,1,,,,,,
229124,National authorities,42.16849,19.72672,Europe,Albania,Shkoder,BLERAN,Centroid Admin1,09/01/2017,17/01/2017,Confirmed,Lumpy skin disease,,"domestic, cattle",1,1,1,,,,,,
227031,OIE,37.12087,127.416486,Asia,Republic of Korea,Kyonggi-do,Ansung-si,Exact,09/01/2017,14/04/2017,Confirmed,Influenza - Avian,H5N6 HPAI,"domestic, chicken",144,30,30,114,0,,,,
227030,OIE,36.964371,127.238262,Asia,Republic of Korea,Kyonggi-do,Ansung-si,Exact,09/01/2017,14/04/2017,Confirmed,Influenza - Avian,H5N6 HPAI,"domestic, chicken",99491,3887,3887,95604,0,,,,
226492,OIE,34.178548,131.473915,Asia,Japan,Yamaguti,Yamaguchi-shi,Exact,09/01/2017,18/04/2017,Confirmed,Influenza - Avian,H5N6 HPAI,"wild,common pochard (aythya ferina))",,1,1,0,0,,,,
225394,National authorities,23.066667,114.4,Asia,China,Guangdong Sheng,Huizhou City,Exact,,09/01/2017,Confirmed,Influenza - Avian,H7N9 LPAI,"environmental sample, unspecified env. sample",0,0,0,0,0,,0,,
225393,National authorities,23.066667,114.4,Asia,China,Guangdong Sheng,Huizhou City,Exact,,09/01/2017,Confirmed,Influenza - Avian,H7N9 LPAI,"environmental sample, unspecified env. sample",0,0,0,0,0,,0,,
225392,National authorities,23.066667,114.4,Asia,China,Guangdong Sheng,Huizhou City,Exact,,09/01/2017,Confirmed,Influenza - Avian,H7N9 LPAI,"environmental sample, unspecified env. sample",0,0,0,0,0,,0,,
225044,OIE,-18.48994,28.63955,Africa,Zimbabwe,Midlands,Sabahwisa,Exact,09/01/2017,10/03/2017,Confirmed,Foot and mouth disease,SAT2,"domestic, cattle",2086,30,0,0,0,,,,
224301,OIE,55.5872,24.7689,Europe,Lithuania,Utenos,Anykscai district municipality,Exact,09/01/2017,24/02/2017,Confirmed,African swine fever,,"wild, wild boar",,2,0,2,0,,,,
224300,OIE,55.0533,24.5067,Europe,Lithuania,Kauno,Jonava district municipality,Exact,09/01/2017,24/02/2017,Confirmed,African swine fever,,"wild, wild boar",,1,1,0,0,,,,
223903,OIE,47.3452,109.2846,Asia,Mongolia,Xentii,aravtiin uuden,Exact,09/01/2017,13/02/2017,Confirmed,Sheep pox and goat pox,,"domestic, sheep",,214,82,0,0,,,,
223902,OIE,46.1633,112.0317,Asia,Mongolia,Su'xbaatar,Ulziit,Exact,09/01/2017,13/02/2017,Confirmed,Sheep pox and goat pox,,"domestic, sheep",,475,0,475,0,,,,
223901,OIE,46.0552,105.2134,Asia,Mongolia,Dundgovi,Baruun khar tolgoi,Exact,09/01/2017,13/02/2017,Confirmed,Sheep pox and goat pox,,"domestic, sheep",,5,0,5,0,,,,
223618,National authorities,31.304368,120.585938,Asia,China,Jiangsu Sheng,Suzhou,Unknown,09/01/2017,03/02/2017,Confirmed,Influenza - Avian,H7N9 LPAI,,,,,,,,,1,
223609,National authorities,30.275549,120.173942,Asia,China,Zhejiang Sheng,Hangzhou,Unknown,09/01/2017,03/02/2017,Confirmed,Influenza - Avian,H7N9 LPAI,,,,,,,,,1,
223486,OIE,37.456446,49.475598,Asia,Iran  (Islamic Republic of),Gilan,Mianposhteh,Exact,09/01/2017,13/02/2017,Confirmed,Influenza - Avian,H5N8 HPAI,"wild, whooper swan",,2,2,0,2,,,,
223485,OIE,37.28558,49.32907,Asia,Iran  (Islamic Republic of),Gilan,Fashkham,Exact,09/01/2017,13/02/2017,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, unspecified bird",852,71,15,837,0,,,,
223484,OIE,37.33747,49.56726,Asia,Iran  (Islamic Republic of),Gilan,Mangoodeh,Exact,09/01/2017,13/02/2017,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, unspecified bird",1385,120,25,1360,0,,,,
223401,OIE,23.639212,120.302376,Asia,Taiwan (Province of China),Taiwan Sheng,Yuanchang Township,Exact,09/01/2017,06/02/2017,Confirmed,Influenza - Avian,H5N2 HPAI,"domestic, chicken",20000,3199,3199,16801,0,,,,
223243,National authorities,41.87995,25.63573,Europe,Bulgaria,Haskovo,Vaglarovo,Centroid Admin2,09/01/2017,13/01/2017,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, duck",,12000,,,,,,,
223242,National authorities,41.87995,25.63573,Europe,Bulgaria,Haskovo,Vaglarovo,Centroid Admin2,09/01/2017,13/01/2017,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, duck",,8000,,,,,,,
223241,National authorities,42.22483,25.0412,Europe,Bulgaria,Plovdiv,Momino village,Centroid Admin2,09/01/2017,12/01/2017,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, duck",,2500,,,,,,,
223240,National authorities,42.38467,25.02512,Europe,Bulgaria,Plovdiv,Zlatosel,Centroid Admin2,09/01/2017,12/01/2017,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, duck",,3951,,,,,,,
223239,National authorities,42.22483,25.0412,Europe,Bulgaria,Plovdiv,Chalakovi,Centroid Admin2,09/01/2017,11/01/2017,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, duck",,7100,,,,,,,
223238,National authorities,42.22483,25.0412,Europe,Bulgaria,Plovdiv,Chalakovi,Centroid Admin2,09/01/2017,11/01/2017,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, duck",,9000,,,,,,,
223237,National authorities,42.22483,25.0412,Europe,Bulgaria,Plovdiv,Stryama,Centroid Admin2,09/01/2017,11/01/2017,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, duck",,3900,,,,,,,
223236,National authorities,42.48333,24.57757,Europe,Bulgaria,Plovdiv,Staro Zhelezare,Centroid Admin2,09/01/2017,11/01/2017,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, duck",,9000,,,,,,,
223235,National authorities,42.48333,24.57757,Europe,Bulgaria,Plovdiv,Staro Zhelezare,Centroid Admin2,09/01/2017,11/01/2017,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, duck",,18000,,,,,,,
223234,National authorities,42.38467,25.02512,Europe,Bulgaria,Plovdiv,Choba,Centroid Admin2,09/01/2017,11/01/2017,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, duck",,5400,,,,,,,
223233,National authorities,42.38467,25.02512,Europe,Bulgaria,Plovdiv,Drangovo,Centroid Admin2,09/01/2017,11/01/2017,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, chicken",,20,,,,,,,
222844,OIE,43.4297,0.4706,Europe,France,Midi-Pyrenees,SAINT ELIX THEUX,Exact,09/01/2017,20/01/2017,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, unspecified bird",,,,,,,,,
222843,OIE,43.605,-0.405833,Europe,France,Aquitaine,PUYOL-CAZALET,Exact,09/01/2017,20/01/2017,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, duck",16200,,60,15140,,,,,
222842,OIE,43.4703,0.3117,Europe,France,Midi-Pyrenees,Laas,Exact,09/01/2017,20/01/2017,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, unspecified bird",,,,,,,,,
222841,OIE,43.627222,0.358333,Europe,France,Midi-Pyrenees,Saint-Arailles,Exact,09/01/2017,20/01/2017,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, unspecified bird",,,,,,,,,
222829,OIE,47.794377,18.13504,Europe,Slovakia,Nitra,Landor,Exact,09/01/2017,19/01/2017,Confirmed,Influenza - Avian,H5N8 HPAI,"wild,mute swan (cygnus olor))",,2,2,0,0,,,,
222828,OIE,47.808587,18.108485,Europe,Slovakia,Nitra,Kava,Exact,09/01/2017,19/01/2017,Confirmed,Influenza - Avian,H5N8 HPAI,"wild,mute swan (cygnus olor))",,5,5,0,0,,,,
222827,OIE,47.774213,17.755512,Europe,Slovakia,Nitra,Cicov,Exact,09/01/2017,19/01/2017,Confirmed,Influenza - Avian,H5N8 HPAI,"wild,mute swan (cygnus olor))",,1,1,0,0,,,,
